Total_Stops,Day_of_journey,month_of_journey,Arrival_hour,Arrival_min,Dep_hour,Dep_min,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Duration_hours,Duration_mins
1,27,5,1,30,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,30
1,21,5,4,40,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,30
1,3,6,9,30,22,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40
1,6,6,18,0,20,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,35
3,5,12,23,15,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,15
0,6,9,11,20,8,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
1,3,6,18,25,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,25
1,27,3,4,25,11,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,55
1,6,9,9,45,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,45
0,3,3,14,0,11,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,25
2,27,6,19,15,16,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,20
0,24,6,7,40,6,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,20
1,6,6,21,5,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,20
1,18,3,9,30,11,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,50
0,15,6,9,30,6,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,24,5,19,25,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,50
1,4,6,7,25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,25
1,18,5,4,40,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,30
1,18,5,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,35
1,6,12,21,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0
1,5,6,8,55,20,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,25
1,4,1,9,45,20,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,20
0,4,9,19,50,17,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,3,12,16,45,14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30
0,5,1,9,30,6,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,5,9,12,35,17,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19,5
0,18,3,17,45,15,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
2,27,3,21,20,11,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,25
0,4,6,0,5,21,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,40
0,21,5,1,0,22,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,3,9,6,50,5,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,35
2,6,6,11,10,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,10
1,4,1,19,35,10,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0
0,4,1,9,40,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,40
0,3,9,9,40,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,40
0,4,1,7,40,6,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,20
0,6,3,2,20,23,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,15,6,13,55,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
0,15,6,13,30,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
0,27,5,0,20,21,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,15
0,27,5,0,40,22,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,20
1,24,6,19,0,4,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,5
0,4,9,0,5,21,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,55
1,24,6,1,30,10,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,10
0,27,5,14,15,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,15
0,4,12,16,10,13,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,24,5,14,25,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,50
0,6,1,18,10,15,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
1,18,5,19,15,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,15
2,6,6,5,25,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,25
0,21,6,20,5,17,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,20
1,6,9,22,30,7,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,25
1,3,9,7,40,21,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,15
0,4,3,8,30,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
0,24,6,0,25,22,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
0,3,1,21,20,18,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55
2,6,1,19,15,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,15
0,21,5,14,45,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,30
0,15,5,8,35,5,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,40
1,6,6,22,30,16,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,20
2,24,6,12,35,9,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,55
1,27,3,18,50,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,50
1,21,5,12,0,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,30
0,5,6,23,50,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,50
1,15,6,22,30,14,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,10
0,3,1,12,20,9,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,45
1,15,3,15,15,6,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,30
1,18,3,0,45,18,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5
1,15,3,16,10,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,25
1,5,9,20,45,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,40
0,5,6,8,45,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
2,27,6,19,0,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,30
1,15,5,18,30,11,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,15
2,3,9,19,15,20,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,0
2,6,3,4,25,19,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,55
1,6,6,21,0,12,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,10
2,27,5,4,25,23,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,20
0,15,5,18,10,15,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
0,24,5,23,50,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,50
0,27,6,18,25,16,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,24,3,16,20,13,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,25
0,21,3,21,5,19,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
0,21,5,8,35,5,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,40
1,27,3,19,15,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,15
1,5,12,18,50,7,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11,40
1,21,5,4,25,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,40
1,21,5,11,50,2,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,35
1,21,3,1,35,11,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,55
0,18,6,23,40,20,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
2,27,5,4,25,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,55
1,27,5,19,0,8,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,15
0,24,3,12,55,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,6,6,19,15,6,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,35
3,3,1,8,50,5,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
1,21,5,22,35,16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5
2,5,9,19,15,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,15
0,18,5,13,30,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
2,6,6,23,15,14,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,45
1,6,1,1,30,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,30
0,18,6,12,35,9,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,50
0,15,5,13,55,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
0,6,9,17,10,14,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0
0,21,5,9,20,7,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,15
1,3,6,8,15,17,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,35
1,15,5,10,40,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
1,21,3,10,25,11,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,45
2,5,6,20,25,5,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,35
1,27,3,18,50,2,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,35
1,3,6,18,50,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,50
1,21,3,19,15,8,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,50
0,21,5,14,5,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
0,21,6,22,50,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
2,6,3,12,35,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,5
2,6,1,19,0,9,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,20
0,5,6,9,30,6,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,5,3,16,25,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
1,3,6,13,15,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15
1,5,1,9,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,20
1,27,4,7,25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,25
1,3,12,23,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
0,21,4,4,15,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
0,5,9,8,50,5,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,15
1,5,12,21,5,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,20
0,24,6,22,25,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,20
1,15,5,22,40,20,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,26,20
2,15,5,9,25,17,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,10
2,6,1,19,15,19,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,30
1,27,6,1,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,30
0,24,3,13,55,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45
2,27,6,12,35,6,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,50
1,18,5,10,5,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0
2,27,5,7,40,7,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,30
0,21,3,3,25,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45
1,21,3,18,50,17,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,20
1,27,3,13,20,7,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,15
1,24,3,21,15,15,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,20
1,6,1,19,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0
1,24,3,10,50,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17,50
2,18,5,4,25,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,55
1,27,5,21,0,10,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,25
1,27,6,1,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,30
2,21,3,19,15,17,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,0
0,4,9,11,20,8,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
2,6,12,21,50,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,50
0,4,3,21,50,18,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
2,27,3,7,40,13,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,20
2,24,6,12,35,19,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,5
0,5,3,14,30,11,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,27,3,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,0
1,3,6,22,20,16,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,10
0,15,5,11,25,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,25
1,27,3,15,30,7,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0
2,24,3,23,15,9,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,25
1,4,1,23,35,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,30
1,3,3,21,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0
1,6,9,13,35,7,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,5
0,15,4,8,55,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
0,5,12,4,20,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
0,27,5,12,35,9,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,50
0,18,5,22,50,19,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
0,15,6,12,0,9,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,15
1,6,3,19,15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,15
2,15,6,12,35,14,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,0
1,27,4,6,50,5,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,35
1,3,12,19,55,19,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24,10
0,21,5,20,45,19,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,15
2,6,12,23,15,5,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,25
1,6,9,22,35,16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5
1,24,5,19,50,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,45
0,24,3,8,35,5,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,50
1,6,1,21,0,11,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,20
1,24,6,12,35,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,35
0,21,4,22,55,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,18,5,19,0,10,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,40
0,6,6,7,45,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,6,6,13,30,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,18,5,22,30,13,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,15
0,5,1,0,40,22,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,20
0,6,3,7,15,5,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,6,3,21,0,9,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,45
1,24,5,23,35,20,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,10
2,6,9,4,25,14,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,50
1,5,9,19,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0
2,3,12,16,55,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,50
1,21,3,13,15,8,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,30
1,3,3,18,50,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,50
1,6,3,1,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,30
1,3,9,4,25,17,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0
0,24,3,23,20,20,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,27,5,10,10,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
1,27,5,4,25,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,25
0,4,3,0,15,22,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,15,3,20,15,15,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30
1,6,1,21,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0
0,3,9,17,55,15,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,27,6,1,30,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,30
1,6,6,20,25,17,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,55
0,27,4,11,20,8,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
0,21,3,17,20,15,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,27,5,19,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,0
1,4,1,18,0,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,25
0,3,9,23,55,21,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45
0,5,3,11,25,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,25
1,5,12,18,15,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,45
1,5,6,1,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,30
1,6,12,10,55,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,20
1,4,1,13,15,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5
1,15,5,21,0,4,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,5
1,5,9,18,50,7,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11,40
1,15,6,19,0,11,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,30
0,5,12,7,45,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,15,3,12,20,9,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,45
0,6,12,14,0,11,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,25
1,3,6,22,55,20,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,26,0
1,5,1,23,15,19,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,40
0,5,12,8,30,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
1,6,6,22,5,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,30
1,21,5,19,0,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,15
1,15,5,4,40,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,30
1,6,12,19,15,8,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,45
2,21,5,11,10,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,10
3,4,1,23,15,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30
1,5,12,23,15,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,15
1,6,9,14,15,9,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,55
1,6,12,19,0,7,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,30
0,18,3,23,20,20,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,50
0,18,4,14,5,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
2,3,6,19,15,7,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36,10
0,15,4,22,0,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5
1,4,9,14,35,14,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0
1,27,5,4,25,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19,25
0,4,1,0,40,22,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,20
1,3,9,10,10,5,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,35
0,6,3,10,15,7,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
0,6,12,8,35,5,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,40
0,21,5,1,20,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30
